2015,05,10,11,50
2015,05,10,03,15
2015,05,11,11,37
2015,05,10,13,23
2015,05,12,11,35
2015,05,13,09,32
2015,05,14,09,26
2015,05,15,09,35
2015,05,16,09,38
2015,05,17,09,45
2015,05,18,09,39
2015,05,19,09,31
2015,05,20,09,33
2015,05,21,09,36
2015,05,22,09,32
2015,05,23,09,39
2015,05,24,09,34
2015,05,25,09,33
2015,05,26,09,36
2015,05,27,09,35
2015,05,28,05,41
2015,05,28,09,45
2015,05,28,0,0
2015,05,29,05,39
2015,05,29,09,51
2015,05,29,13,50
2015,05,30,05,29
2015,05,30,09,45
2015,05,30,13,55
2015,05,30,23,42
2015,05,31,02,57
2015,05,31,05,53
2015,05,31,07,55
2015,05,31,12,06
2015,05,31,13,57
2015,05,31,16,56
2015,05,31,21,00
2015,06,01,03,29
2015,06,01,05,59
2015,06,01,07,56
2015,06,01,12,03
2015,06,01,13,57
2015,06,01,16,55
2015,06,01,20,43
2015,06,02,00,05
2015,06,02,03,05
2015,06,02,07,56
2015,06,02,12,03
2015,06,02,14,02
2015,06,02,16,58
2015,06,02,21,02
2015,06,12,09,37
2015,06,22,09,37
2015,07,02,09,31
2015,07,12,09,37
2015,07,22,09,31
2015,08,01,09,33
2015,08,11,09,38
2015,08,21,09,34
2015,08,31,09,43
2015,09,05,09,37
2015,09,10,09,41
2015,09,15,09,35
2015,09,20,09,36
2015,09,25,09,42
2015,09,30,09,35
2015,10,03,09,37
2015,10,06,09,39
2015,10,09,09,31
2015,10,12,09,37
2015,10,15,09,46
2015,10,18,09,39
2015,10,21,09,41
2015,10,24,08,33
2015,10,27,08,35
2015,10,30,08,41
2015,11,02,09,35
2015,11,05,09,41
2015,11,08,09,42
2015,11,11,09,33
2015,11,14,09,37
2015,11,17,09,45
2015,11,20,09,46
2015,11,23,09,36
2015,11,26,09,38
2015,11,29,09,30
2015,12,02,09,33
2015,12,04,09,45
2015,12,06,09,37
2015,12,08,09,47
2015,12,10,09,37
2015,12,12,09,40
2015,12,14,09,44
2015,12,16,09,40
2015,12,18,09,34
2015,12,20,09,29
2015,12,22,09,37
2015,12,24,09,36
2015,12,26,09,30
2015,12,28,09,41
2015,12,30,09,35
2016,01,01,09,41
2016,01,03,09,31
2016,01,05,09,47
2016,01,07,09,35
2016,01,10,09,37
2016,01,13,09,32
2016,01,16,09,31
2016,01,19,09,31
2016,01,22,09,43
2016,01,25,09,41
2016,01,28,09,42
2016,01,31,09,36
2016,02,05,09,33
2016,02,10,09,37
2016,02,15,09,43
2016,02,20,09,35
2016,02,25,09,39
2016,03,01,09,33
2016,03,06,09,37
2016,03,11,09,47
2016,03,16,09,37
2016,03,21,08,49
2016,03,26,08,42
2016,03,31,08,33
2016,04,10,08,35
2016,04,13,08,36
2016,04,14,20,39
2016,04,15,20,11
2016,04,16,20,45
2016,04,21,08,35
2016,04,26,08,45
2016,05,06,08,41
2016,05,16,08,35
2016,05,26,08,45
2016,06,05,08,30
2016,06,15,08,39
2016,06,25,08,43
2016,07,05,08,29
2016,07,15,08,50
2016,07,25,08,53
2016,08,04,07,49
2016,08,14,07,49
2016,08,24,07,51
2016,08,29,07,48
2016,09,08,07,51
2016,09,13,07,53
2016,09,18,07,51
2016,09,23,07,48
2016,09,28,07,43
2016,10,01,07,47
2016,10,04,07,43
2016,10,07,07,33
2016,10,10,07,45
2016,10,13,07,59
2016,10,16,07,43
2016,10,19,07,45
2016,10,22,07,39
2016,10,25,07,49
2016,10,28,07,49
2016,10,31,07,49
2016,11,03,07,49
2016,11,06,07,49
2016,11,09,07,51
2016,11,12,07,43
2016,11,15,07,49
2016,11,18,07,45
2016,11,24,07,53
2016,11,27,07,51
2016,11,30,08,55
2016,12,02,08,49
2016,12,04,08,43
2016,12,06,08,48
2016,12,08,07,45
2016,12,10,07,41
2016,12,12,07,45
2016,12,14,07,43
2016,12,16,07,49
2016,12,18,07,51
2016,12,20,07,47
2016,12,22,07,47
2016,12,24,07,49
2016,12,26,07,49
2016,12,28,07,47
2016,12,30,07,43
2017,01,01,07,51
2017,01,04,07,51
2017,01,06,07,47
2017,01,08,07,51
2017,01,10,07,55
2017,01,12,07,55
2017,01,14,07,57
2017,01,16,07,45
2017,01,18,07,51
2017,01,20,07,47
2017,01,22,07,51
2017,01,24,07,55
2017,01,26,07,51
2017,01,28,07,49
2017,01,30,07,49
2017,02,01,07,51
2017,02,03,07,55
2017,02,05,07,49
2017,02,07,07,55
2017,02,09,07,41
2017,02,11,07,44
2017,02,13,07,49
2017,02,15,07,51
2017,02,17,07,45
2017,02,19,07,55
2017,02,21,07,49
2017,02,23,07,51
2017,02,25,07,47
2017,02,27,07,53
2017,03,04,07,53
2017,03,09,07,49
2017,03,14,07,45
2017,03,19,07,53
2017,03,24,07,47
2017,03,29,07,45
2017,04,03,0,0
2017,04,08,07,50
2017,04,13,07,55
2017,04,14,19,53
2017,04,24,07,59
2017,04,29,06,51
2017,05,09,06,53
2017,05,19,06,53
2017,05,29,06,45
2017,06,08,06,37
2017,06,18,06,49
2017,06,28,06,43
2017,07,08,06,49
2017,07,18,06,53
2017,07,28,06,53
2017,08,07,06,47
2017,08,17,06,43
2017,08,27,06,51
2017,09,01,06,49
2017,09,06,06,49
2017,09,11,06,51
2017,09,16,06,42
2017,09,21,06,49
2017,09,26,06,49
2017,09,29,06,48
2017,10,04,06,43
2017,10,07,06,53
2017,10,10,06,44
2017,10,13,06,47
2017,10,16,06,43
2017,10,19,06,59
2017,10,22,06,53
2017,10,25,06,49
2017,10,28,06,55
2017,10,31,06,47
2017,11,03,06,41
2017,11,06,06,43
2017,11,09,06,38
2017,11,12,06,33
2017,11,15,06,31
2017,11,18,06,39
2017,11,21,06,31
2017,11,24,06,38
2017,11,27,06,37
2017,11,30,06,41
2017,12,02,06,35
2017,12,04,06,35
2017,12,06,06,36
2017,12,08,06,36
2017,12,10,06,37
2017,12,12,06,41
2017,12,14,06,37
2017,12,16,06,36
2017,12,18,06,32
2017,12,20,06,37
2017,12,22,06,37
2017,12,24,06,43
2017,12,26,06,39
2017,12,28,06,39
2017,12,30,06,33
2018,01,01,06,37
2018,01,03,06,37
2018,01,05,06,39
2018,01,07,06,45
2018,01,09,06,44
2018,01,11,06,43
2018,01,13,06,39
2018,01,15,06,43
2018,01,17,06,29
2018,01,19,06,13
2018,01,21,06,33
2018,01,23,06,33
2018,01,25,06,35
2018,01,27,06,41
2018,01,29,06,40
2018,01,31,06,39
2018,02,02,06,35
2018,02,04,06,43
2018,02,06,06,39
2018,02,08,06,37
2018,02,10,06,47
2018,02,12,06,43
2018,02,14,06,37
2018,02,16,06,39
2018,02,18,06,39
2018,02,20,06,43
2018,02,22,06,31
2018,02,24,06,33
2018,02,26,06,36
2018,02,28,06,33
2018,03,02,06,35
2018,03,07,06,33
2018,03,12,06,38
2018,03,17,06,41
2018,03,22,06,45
2018,03,27,06,47
2018,04,01,06,31
2018,04,06,06,35
2018,04,11,06,43
2018,04,16,06,38
2018,04,21,06,35
2018,04,26,06,39
2018,05,06,06,41
2018,05,16,06,45
2018,05,26,06,41
2018,06,05,06,43
2018,06,15,06,47
2018,06,25,06,43
2018,07,05,06,43
2018,07,15,06,39
2018,07,25,06,29
2018,08,04,06,45
